"Product code","Created time","Updated time","Motor type","Description","Conn.","Output power (HP)","Phase current (A)","Rated speed (RPM)","Torque (Nm)","Torque (kgf.m)","Eff. FL","Eff. 3/4FL","Eff. 1/2FL","PF. FL","PF 3/4FL","PF 1/2FL","Ist/Il","Tst/T","Tbt/T","SF","TWT(Hot / Cold)","Operating condition","Sound","Moment of Inertia","Bearing","Bearing life","Type of bearing","Relubrication interval","Type of construction","Degree of protection","Insulation class","Lubricants","Regreasing provision","Grease nipple","Condensate drainage holds","Altitude","Amb","Rise","Vibration serverity grade","External earthing terminal","Duty type","Frame material","Force ventilation motor details","Net motor weight","Rotor weight","Coating","Color","Motor protection","Cooling","Material of terminal box","Contact screw theread","Max. cross-sectional area","Cable daiamter range","Cable entry max","Cable gland","ts_s_0","ts_s_1","ts_s_2","ts_s_3","ts_s_4","ts_s_5","ts_s_6","ts_s_7","ts_s_8","ts_s_9","ts_s_10","ts_t_0","ts_t_1","ts_t_2","ts_t_3","ts_t_4","ts_t_5","ts_t_6","ts_t_7","ts_t_8","ts_t_9","ts_t_10","ts_iph_0","ts_iph_1","ts_iph_2","ts_iph_3","ts_iph_4","ts_iph_5","ts_iph_6","ts_iph_7","ts_iph_8","ts_iph_9","ts_iph_10","eff_pf_l_0","eff_pf_l_1","eff_pf_l_2","eff_pf_l_3","eff_pf_l_4","eff_pf_l_5","eff_pf_l_6","eff_pf_l_7","eff_pf_l_8","eff_pf_l_9","eff_pf_eff_0","eff_pf_eff_1","eff_pf_eff_2","eff_pf_eff_3","eff_pf_eff_4","eff_pf_eff_5","eff_pf_eff_6","eff_pf_eff_7","eff_pf_eff_8","eff_pf_eff_9","eff_pf_pf_0","eff_pf_pf_1","eff_pf_pf_2","eff_pf_pf_3","eff_pf_pf_4","eff_pf_pf_5","eff_pf_pf_6","eff_pf_pf_7","eff_pf_pf_8","eff_pf_pf_9","eff_pf_iph_0","eff_pf_iph_1","eff_pf_iph_2","eff_pf_iph_3","eff_pf_iph_4","eff_pf_iph_5","eff_pf_iph_6","eff_pf_iph_7","eff_pf_iph_8","eff_pf_iph_9","twt_sc_1","twt_sc_2","twt_sc_3","twt_sc_4","twt_sc_5","twt_sc_6","twt_sc_7","twt_sc_8","twt_sc_9","twt_sc_10","twt_hot_1","twt_hot_2","twt_hot_3","twt_hot_4","twt_hot_5","twt_hot_6","twt_hot_7","twt_hot_8","twt_hot_9","twt_hot_10","twt_cold_1","twt_cold_2","twt_cold_3","twt_cold_4","twt_cold_5","twt_cold_6","twt_cold_7","twt_cold_8","twt_cold_9","twt_cold_10"
"XABAAD25351AA1A01A","2025-07-01T07:36:37.863274Z","2025-07-01T07:38:00.519322Z","XBAA0080MA1","XABAAD06311AA1A01A Y 1 2871 2.5","Y","12","1.5","2871","2.5","0.3","83.5","83.8","83.2","0.82","0.76","0.65","6.7","2.7","3.2","1.15","15/7","-20°C ~ 50°C ","55","0.0013","6204-2Z-C3 / 6203-2Z-C3","40000","DE LOCKED BEARING","NOT APPLICABLE","IM B3 / IM 1001","IP 55","Class F Insulation","Not applicable","Not applicable","Not applicable","Optional","1000","50°C ","70K","Grade A","Yes (standard)","S1","Cast Iron","Not applicable","18","2.6","Standard Paint Finish","RAL7022","WITHOUT","IC411","Cast Iron","M4X0.7","10 mm2","12mm - 20mm","2X  M20X1.5","Optional","0.0","300.0","600.0","900.0","1200.0","1500.0","1800.0","2100.0","2400.0","2700.0","","7.4","7.7","8.0","8.3","8.6","8.7","8.7","8.4","7.4","5.0","","10.19","9.88","9.52","9.08","8.55","7.9","7.07","6.05","4.66","2.78","","0.0","10.0","20.0","30.0","40.0","50.0","60.0","70.0","80.0","100.0","1.5","58.7","72.8","78.7","81.6","83.1","83.9","84.1","84.0","83.7","11.8","28.2","42.8","54.7","64.2","71.3","76.7","80.6","83.7","85.9","0.69","0.7","0.74","0.8","0.88","0.97","1.07","1.19","1.31","1.44","1.7","2.5","3.3","4.2","5.0","5.8","6.6","7.5","7.9","8.3","175.0","78.0","44.0","28.0","19.0","14.0","11.0","9.0","8.0","7.0","375.0","167.0","94.0","60.0","42.0","31.0","23.0","19.0","17.0","15.0"
